SampleID,ComponentID,ComponentType,X,Y,Width,Height,Power
469,5,Inductor,1,27,15,15,2.07
469,6,Inductor,44,58,5,11,4.72
469,7,IC,57,13,9,18,4.84
469,8,Diode,17,17,5,19,2.51
469,9,Resistor,18,60,18,10,2.95
469,10,Inductor,76,48,16,19,3.64
470,0,Resistor,8,15,17,20,2.62
470,1,Diode,42,39,18,12,0.61
470,2,Inductor,33,35,19,10,4.22
470,3,Resistor,81,70,5,12,1.97
470,4,Diode,12,64,5,7,1.49
470,5,Resistor,67,43,17,5,1.66
470,6,IC,46,28,8,10,4.83
470,7,Capacitor,0,15,6,11,0.55
470,8,Resistor,80,57,11,13,4.27
470,9,Diode,90,35,5,18,2.48
470,10,Capacitor,64,53,14,6,0.17
470,11,Capacitor,23,35,16,15,3.86
470,12,Diode,50,29,16,5,2.43
470,13,IC,21,40,5,11,2.67
470,14,Resistor,1,59,10,17,1.13
471,0,Inductor,46,29,19,8,2.83
471,1,Resistor,38,40,14,13,1.41
471,2,Capacitor,49,3,13,13,0.95
471,3,IC,49,66,20,19,2.51
471,4,Resistor,6,75,12,17,2.68
471,5,Diode,22,68,7,17,3.25
471,6,Resistor,48,29,9,14,0.66
471,7,Capacitor,68,86,17,5,4.59
471,8,Inductor,84,20,8,20,3.17
471,9,Inductor,49,25,11,20,0.29
471,10,Diode,0,78,17,13,0.55
471,11,Capacitor,4,52,6,9,0.88
471,12,Diode,15,29,9,13,1.85
471,13,IC,62,23,19,9,1.64
471,14,Capacitor,49,77,17,18,1.95
472,0,IC,78,19,9,6,1.94
472,1,IC,69,71,16,17,2.03
472,2,Inductor,83,44,8,7,4.5
472,3,Resistor,6,72,13,20,4.61
472,4,Diode,64,59,5,16,1.58
472,5,Diode,60,13,16,17,4.04
472,6,Resistor,37,34,10,6,2.87
472,7,Diode,75,45,15,9,0.57
472,8,Resistor,34,89,19,5,3.22
472,9,Resistor,30,87,6,11,0.18
473,0,Inductor,82,81,8,10,4.3
473,1,Inductor,67,4,12,7,4.46
473,2,Capacitor,56,8,17,17,4.08
473,3,IC,40,20,13,5,2.72
473,4,Diode,72,20,12,14,0.74
473,5,IC,1,71,16,8,1.15
474,0,IC,62,54,9,7,4.48
474,1,IC,2,20,19,12,2.46
474,2,Capacitor,43,62,9,8,0.62
474,3,IC,78,9,17,8,2.89
474,4,Capacitor,29,2,15,17,0.22
474,5,Inductor,57,70,20,13,3.46
474,6,Inductor,69,61,19,13,4.6
474,7,Inductor,75,63,16,5,1.65
475,0,Capacitor,71,78,13,10,1.94
475,1,Capacitor,13,45,10,8,2.75
475,2,Inductor,26,73,9,9,4.39
475,3,Capacitor,78,62,5,12,3.5
475,4,IC,88,4,6,9,4.79
476,0,Resistor,82,62,12,10,3.83
476,1,Capacitor,2,46,17,14,4.48
476,2,Inductor,53,15,20,18,3.77
476,3,Diode,16,62,17,20,2.43
476,4,Resistor,45,30,9,13,3.36
476,5,Resistor,25,54,18,5,4.07
476,6,Capacitor,46,3,14,11,3.76
477,0,Capacitor,50,79,16,14,1.73
477,1,Inductor,60,74,8,7,4.02
477,2,Capacitor,85,6,11,13,4.05
477,3,IC,23,8,7,9,3.75
477,4,Diode,54,52,19,6,0.77
477,5,Diode,78,46,6,20,0.57
477,6,Diode,20,22,18,8,2.73
477,7,Inductor,24,20,11,6,1.38
477,8,IC,24,30,19,15,0.58
477,9,Inductor,86,58,8,10,4.45
477,10,Resistor,45,82,12,6,4.73
477,11,Inductor,33,29,7,10,1.13
477,12,Resistor,87,78,13,9,3.36
478,0,IC,85,63,15,11,1.38
478,1,IC,37,73,7,15,2.27
478,2,Resistor,89,10,5,5,3.83
478,3,Diode,66,27,14,13,2.39
478,4,Capacitor,33,89,11,7,3.54
478,5,Inductor,11,54,6,9,1.1
478,6,Capacitor,75,67,18,15,3.14
478,7,Resistor,69,86,7,14,1.42
478,8,Capacitor,29,53,17,5,1.36
478,9,Capacitor,13,53,9,5,3.76
478,10,IC,49,18,20,15,0.86
479,0,Resistor,62,63,8,17,3.26
479,1,Resistor,62,69,20,15,2.05
479,2,Diode,3,24,14,16,2.31
479,3,Diode,44,29,7,13,0.81
479,4,Capacitor,18,21,11,11,1.71
479,5,Capacitor,13,12,5,7,0.97
479,6,Capacitor,60,0,11,10,0.46
479,7,Capacitor,29,66,7,14,3.29
479,8,Inductor,25,19,8,17,4.56
480,0,Inductor,70,28,16,8,2.2
480,1,IC,64,11,11,20,3.41
480,2,IC,71,16,14,14,3.7
480,3,Diode,72,70,10,15,4.35
480,4,Diode,14,11,9,12,1.75
480,5,Inductor,58,75,6,15,0.17
480,6,Resistor,6,18,15,10,3.32
480,7,Capacitor,87,62,11,15,0.41
480,8,Diode,78,57,20,20,2.61
480,9,Inductor,89,55,8,7,3.42
481,0,Inductor,61,71,16,17,4.92
481,1,Inductor,35,36,20,11,0.18
481,2,IC,33,14,11,17,4.43
481,3,Resistor,44,12,6,6,0.82
481,4,Diode,53,73,10,19,4.21
481,5,Diode,9,34,20,12,0.12
481,6,Resistor,12,55,10,16,2.36
481,7,Capacitor,4,8,15,7,2.06
481,8,Inductor,62,61,9,9,1.06
482,0,Diode,72,48,12,11,2.81
482,1,Inductor,86,44,7,11,3.07
482,2,Resistor,46,29,11,18,0.2
482,3,IC,42,20,19,16,1.85
482,4,Inductor,28,86,18,12,4.23
482,5,Inductor,65,53,13,6,4.6
482,6,Capacitor,83,40,15,9,1.91
482,7,Capacitor,42,7,6,17,3.48
482,8,Inductor,1,81,15,19,1.89
482,9,Diode,0,91,18,5,1.26
483,0,IC,74,88,15,5,1.98
483,1,Capacitor,45,3,11,6,4.58
483,2,Capacitor,84,84,5,16,2.4
483,3,Capacitor,82,59,18,9,4.66
483,4,IC,57,47,10,5,1.44
483,5,Inductor,27,6,20,11,2.67
483,6,Resistor,12,41,6,11,2.12
483,7,IC,36,49,13,15,0.65
483,8,Resistor,9,80,18,11,0.81
483,9,Inductor,55,77,8,12,3.17
484,0,IC,16,16,17,12,3.12
484,1,Resistor,39,43,16,12,4.2
484,2,Diode,50,56,18,17,2.8
484,3,Diode,33,41,9,14,3.13
484,4,Inductor,21,5,18,6,2.38
484,5,Capacitor,38,68,8,13,4.4
484,6,Capacitor,52,46,14,11,1.1
484,7,Capacitor,75,11,8,10,2.13
484,8,Capacitor,77,9,5,10,3.77
485,0,Inductor,63,73,8,7,4.81
485,1,Resistor,16,77,7,13,3.81
485,2,Capacitor,70,40,17,16,3.08
485,3,IC,73,30,17,18,2.62
485,4,IC,56,62,5,20,3.91
486,0,Capacitor,42,83,8,11,4.84
486,1,Resistor,8,57,10,14,2.78
486,2,Resistor,22,20,11,5,4.94
486,3,Diode,18,3,17,14,2.6
486,4,IC,0,88,18,10,0.17
486,5,Inductor,26,2,16,8,0.2
486,6,Diode,51,6,14,11,0.61
486,7,Resistor,13,78,8,20,3.36
486,8,Resistor,37,54,9,10,3.48
486,9,Inductor,14,22,12,17,3.46
486,10,Resistor,32,35,9,7,3.53
487,0,Diode,68,29,9,9,2.2
487,1,Resistor,57,79,14,20,3.81
487,2,Diode,30,67,12,13,3.84
487,3,Resistor,63,36,20,11,1.4
487,4,IC,28,47,7,8,1.38
487,5,Inductor,31,0,18,10,3.05
487,6,Diode,52,74,16,16,1.42
487,7,Capacitor,77,15,14,18,1.22
488,0,Diode,3,16,16,16,1.63
488,1,Inductor,81,3,15,7,2.42
488,2,Capacitor,35,45,13,16,4.84
488,3,Diode,67,29,18,17,4.74
488,4,Capacitor,17,90,19,6,4.04
488,5,Resistor,30,22,20,8,4.56
488,6,Inductor,45,7,16,17,1.75
488,7,Resistor,50,25,9,14,0.33
488,8,IC,88,4,5,6,0.84
488,9,IC,85,53,5,18,1.86
488,10,Inductor,71,13,9,17,4.75
488,11,Diode,29,54,12,16,1.88
489,0,Inductor,72,2,7,7,0.91
489,1,IC,20,28,13,20,1.28
489,2,Diode,25,66,18,15,1.86
489,3,Capacitor,60,83,15,11,2.83
489,4,Capacitor,15,81,6,9,0.81
489,5,IC,0,49,10,20,3.85
489,6,IC,8,54,8,9,2.56
489,7,Resistor,42,20,7,13,2.18
490,0,IC,68,48,8,17,3.51
490,1,Diode,25,31,6,13,4.93
490,2,Resistor,17,81,14,11,4.22
490,3,IC,31,47,6,12,3.47
490,4,Diode,37,48,8,14,4.76
490,5,Resistor,62,66,5,14,3.54
490,6,Diode,43,27,12,6,1.4
490,7,IC,45,51,7,17,0.73
490,8,Diode,74,57,7,8,1.74
490,9,Diode,33,59,17,19,0.96
490,10,Diode,28,79,15,17,3.28
491,0,Resistor,66,15,15,5,3.59
491,1,Inductor,49,14,19,7,0.79
491,2,Capacitor,86,56,14,15,0.98
491,3,Diode,7,54,19,8,3.17
491,4,Inductor,22,31,19,12,0.75
492,0,Resistor,13,47,10,18,2.18
492,1,Resistor,48,31,7,17,3.45
492,2,Resistor,6,88,16,7,0.16
492,3,Capacitor,6,86,9,12,4.55
492,4,Capacitor,53,73,16,20,2.65
492,5,Resistor,22,5,15,19,4.1
492,6,IC,43,23,17,13,2.02
492,7,Capacitor,72,62,14,10,4.32
493,0,Inductor,86,14,14,17,4.55
493,1,Inductor,49,19,17,18,3.13
493,2,IC,68,71,7,11,4.63
493,3,Capacitor,43,87,11,8,4.45
493,4,Capacitor,13,20,18,20,3.9
493,5,IC,32,74,7,9,1.08
493,6,Diode,19,18,15,16,3.41
493,7,IC,35,70,18,7,3.68
493,8,Capacitor,52,19,9,5,2.24
493,9,Capacitor,83,71,16,16,2.12
494,0,Capacitor,65,56,12,8,4.78
494,1,IC,39,75,7,12,2.67
494,2,Resistor,84,59,13,10,1.47
494,3,Resistor,71,27,18,20,1.67
494,4,Capacitor,32,47,20,19,0.17
494,5,Diode,68,19,20,20,1.21
494,6,IC,0,74,18,6,1.22
494,7,Capacitor,26,80,20,15,3.52
494,8,Resistor,78,67,14,5,4.33
494,9,IC,74,51,12,12,1.8
494,10,Resistor,29,63,8,6,4.57
494,11,Diode,45,44,9,13,4.46
494,12,Capacitor,74,19,18,18,4.43
495,0,Diode,44,69,20,5,3.36
495,1,Capacitor,46,12,10,17,2.54
495,2,Resistor,73,12,15,5,2.68
495,3,Resistor,52,55,6,6,2.87
495,4,Inductor,76,32,10,13,3.44
495,5,Diode,66,52,14,6,0.83
495,6,Diode,30,1,5,20,2.93
495,7,Capacitor,59,52,14,17,1.26
495,8,Capacitor,85,26,13,18,3.57
495,9,Resistor,79,2,15,19,0.51
495,10,IC,10,72,12,7,3.37
495,11,Inductor,7,83,6,14,4.17
495,12,IC,66,47,6,13,2.85
495,13,Resistor,6,39,19,12,4.54
495,14,IC,47,92,8,7,1.68
496,0,Inductor,39,72,7,6,4.4
496,1,IC,67,65,17,13,4.07
496,2,Capacitor,76,65,7,12,1.43
496,3,Capacitor,55,54,10,13,1.72
496,4,Resistor,21,13,20,20,0.44
496,5,IC,24,25,16,6,3.49
496,6,Capacitor,42,43,11,17,1.71
496,7,Resistor,21,78,19,16,1.5
496,8,Resistor,9,66,16,12,3.32
496,9,Resistor,59,80,15,6,3.17
496,10,Diode,24,33,17,11,0.48
496,11,Diode,30,53,6,12,1.02
497,0,Resistor,37,74,16,18,0.38
497,1,IC,68,82,8,8,2.01
497,2,Capacitor,26,47,17,12,1.46
497,3,Inductor,27,77,14,9,3.29
497,4,Capacitor,76,45,19,7,1.54
497,5,IC,4,48,20,15,4.83
497,6,Capacitor,72,3,16,17,1.7
497,7,IC,29,70,16,18,4.98
497,8,IC,75,7,16,20,0.42
497,9,Resistor,8,60,10,16,1.55
497,10,IC,35,58,19,16,3.01
497,11,Capacitor,52,59,12,5,1.85
497,12,Resistor,0,8,12,5,2.41
498,0,Inductor,20,70,15,10,0.86
498,1,Inductor,25,63,13,15,0.55
498,2,Capacitor,53,8,19,12,1.73
498,3,Inductor,73,37,14,10,2.64
498,4,Inductor,82,87,16,6,2.7
498,5,Capacitor,73,47,11,12,1.29
499,0,Diode,71,93,17,7,3.84
499,1,Resistor,61,26,18,5,0.2
499,2,IC,84,48,16,11,2.67
499,3,Capacitor,48,55,8,6,0.48
499,4,Inductor,80,69,10,14,2.05
499,5,Inductor,21,49,19,7,1.92
499,6,IC,12,67,9,8,1.81
499,7,Diode,60,60,7,18,4.46
499,8,Inductor,80,95,18,5,1.17
499,9,Capacitor,43,16,7,18,4.32
499,10,IC,67,61,10,7,2.4
499,11,Inductor,52,64,9,5,1.79
500,0,Inductor,13,4,17,20,0.91
500,1,Inductor,10,61,11,15,3.21
500,2,Resistor,48,75,7,20,2.8
500,3,Capacitor,66,50,5,6,2.18
500,4,Inductor,6,72,7,14,4.09
500,5,IC,68,23,5,18,2.58
500,6,IC,76,35,10,8,3.75
500,7,Diode,37,61,15,9,1.25
501,0,IC,24,37,7,5,3.24
501,1,Resistor,75,39,19,18,2.6
501,2,IC,7,16,6,9,2.51
501,3,IC,36,30,12,14,3.66
501,4,IC,63,65,14,11,0.63
501,5,Diode,2,63,11,12,4.41
501,6,Capacitor,47,88,19,9,3.53
501,7,Inductor,84,19,8,15,3.18
502,0,Capacitor,32,24,15,7,2.26
502,1,Resistor,31,36,19,9,3.31
502,2,Diode,8,74,17,15,2.02
502,3,Capacitor,39,15,20,6,2.49
502,4,Capacitor,22,81,10,11,2.21
502,5,IC,48,39,15,18,2.1
503,0,Capacitor,18,55,7,5,2.0
503,1,Resistor,39,72,15,16,4.77
503,2,Resistor,20,21,20,18,4.16
503,3,Capacitor,8,16,18,12,0.74
503,4,Inductor,20,4,7,11,4.48
503,5,Resistor,62,94,16,6,4.11
503,6,Resistor,3,33,15,5,4.83
503,7,Inductor,32,91,17,5,2.26
504,0,IC,1,71,19,14,0.52
504,1,Capacitor,38,1,11,14,3.31
504,2,Inductor,74,78,17,17,0.38
504,3,IC,36,22,18,16,4.37
504,4,Resistor,30,28,19,20,0.46
504,5,Diode,62,19,13,14,1.43
504,6,Inductor,82,11,14,6,0.89
504,7,Diode,5,29,17,12,1.28
504,8,IC,55,47,7,9,1.98
504,9,Capacitor,87,40,13,8,3.95
504,10,IC,6,46,15,15,3.33
504,11,Inductor,51,72,14,6,4.96
504,12,Inductor,61,25,20,16,0.19
504,13,Inductor,27,47,11,6,2.4
504,14,Diode,13,69,13,14,3.5
505,0,IC,80,57,17,12,4.73
505,1,IC,66,91,7,5,2.76
505,2,Capacitor,27,75,17,12,1.59
505,3,Resistor,73,82,7,17,3.64
505,4,Resistor,82,73,16,14,2.82
505,5,Resistor,72,24,14,11,1.62
505,6,Capacitor,35,25,15,6,2.22
505,7,Capacitor,16,61,12,7,0.7
505,8,Capacitor,38,71,20,20,0.31
505,9,Diode,36,35,11,5,1.29
505,10,IC,63,72,13,8,4.23
505,11,Capacitor,32,48,6,15,1.89
505,12,Diode,25,89,10,10,3.9
506,0,Resistor,2,59,5,20,1.29
506,1,Diode,86,25,10,13,4.95
506,2,IC,7,56,16,6,0.3
506,3,Inductor,76,23,5,5,4.58
506,4,Resistor,9,43,19,7,4.67
506,5,Capacitor,51,58,6,10,0.85
506,6,Capacitor,31,13,5,7,3.85
506,7,Inductor,23,21,9,5,2.49
506,8,Inductor,64,0,14,9,2.52
506,9,Inductor,24,57,9,5,4.98
506,10,IC,82,54,11,15,3.06
506,11,IC,29,37,10,11,0.3
506,12,IC,63,50,13,8,1.99
506,13,Capacitor,81,48,17,18,0.43
506,14,Diode,42,15,19,11,4.5
507,0,IC,31,86,20,9,2.07
507,1,IC,16,80,5,15,2.71
507,2,Capacitor,30,86,15,10,3.44
507,3,IC,36,43,14,7,4.82
507,4,Inductor,69,34,13,19,1.48
508,0,Inductor,48,30,17,12,1.2
508,1,Inductor,43,7,15,20,2.18
508,2,Inductor,48,78,16,9,4.92
508,3,IC,8,78,11,9,1.35
508,4,IC,70,83,5,7,4.64
508,5,Diode,73,92,9,8,3.76
508,6,Resistor,0,14,11,8,1.5
508,7,Diode,92,48,6,6,1.65
508,8,IC,49,65,20,8,2.09
509,0,Capacitor,85,45,12,15,1.17
509,1,Diode,66,72,19,18,4.44
509,2,IC,12,54,12,19,0.89
509,3,Inductor,61,51,17,5,1.37
509,4,Resistor,58,49,18,8,0.47
509,5,Capacitor,28,55,15,6,2.8
510,0,Inductor,69,81,11,11,2.71
510,1,Inductor,74,54,12,16,4.4
510,2,IC,27,11,11,12,4.2
510,3,IC,17,66,15,12,2.06
510,4,Capacitor,0,64,11,18,4.01
510,5,Diode,17,33,16,11,4.39
510,6,IC,14,23,12,10,1.58
510,7,Inductor,31,72,5,20,0.28
511,0,Capacitor,57,74,7,9,4.09
511,1,Resistor,21,52,7,15,2.52
511,2,IC,61,92,15,6,3.82
511,3,Inductor,17,30,20,20,0.67
511,4,Capacitor,5,39,7,18,2.42
511,5,IC,55,63,17,13,1.48
511,6,Inductor,15,3,11,9,1.5
511,7,Resistor,67,47,10,6,2.58
511,8,Inductor,32,67,15,10,3.63
511,9,Resistor,26,64,15,11,2.81
511,10,Diode,32,71,8,14,4.29
511,11,Capacitor,49,48,19,8,2.57
512,0,Inductor,46,92,11,5,2.7
512,1,Diode,74,30,16,5,2.16
512,2,Diode,76,32,20,18,1.6
512,3,Diode,60,44,8,14,2.61
512,4,IC,71,32,6,12,2.28
512,5,Inductor,36,5,5,9,4.94
513,0,IC,73,24,20,14,4.85
513,1,Inductor,63,91,17,5,4.07
513,2,Capacitor,73,68,19,13,4.35
513,3,Inductor,74,87,19,12,4.92
513,4,Diode,55,72,10,8,4.78
513,5,Capacitor,16,35,19,17,1.67
514,0,Capacitor,67,18,14,7,4.59
514,1,Diode,31,13,15,13,2.59
514,2,Resistor,36,48,14,18,3.09
514,3,Capacitor,15,62,13,11,0.63
514,4,Inductor,25,41,11,20,3.48
514,5,Inductor,10,14,10,12,1.43
514,6,Capacitor,41,4,15,18,1.66
514,7,Capacitor,14,69,16,8,4.34
514,8,Resistor,72,79,5,14,1.59
514,9,Inductor,67,20,5,12,1.58
515,0,Diode,33,40,7,5,3.77
515,1,Inductor,4,33,14,10,0.37
515,2,IC,71,18,11,17,3.09
515,3,Inductor,1,51,20,13,2.75
515,4,Inductor,69,27,19,13,3.6
515,5,Capacitor,29,42,12,10,4.06
515,6,Capacitor,56,64,11,7,2.19
515,7,Capacitor,4,34,8,16,4.03
515,8,Inductor,50,67,14,8,1.42
515,9,Inductor,63,78,6,14,1.9
516,0,Diode,80,66,8,11,2.18
516,1,Resistor,0,34,7,19,1.7
516,2,Capacitor,70,76,14,15,0.29
516,3,Diode,34,55,17,6,3.71
516,4,Inductor,53,43,19,7,3.4
516,5,IC,61,70,8,18,4.15
516,6,Diode,79,55,20,19,3.09
516,7,Diode,5,56,9,16,0.35
516,8,Resistor,41,34,9,12,1.48
516,9,Diode,48,24,10,8,1.01
516,10,IC,22,41,11,10,1.88
516,11,Inductor,42,25,9,20,2.37
517,0,Resistor,52,52,11,11,4.48
517,1,IC,58,62,5,19,1.95
517,2,Inductor,64,39,8,18,0.1
517,3,Capacitor,48,52,13,16,0.67
517,4,Resistor,15,39,7,19,1.73
517,5,IC,53,43,16,12,4.44
517,6,Capacitor,41,34,15,14,3.73
517,7,Inductor,0,48,16,17,4.9
517,8,Inductor,1,34,11,17,3.53
517,9,Inductor,87,27,6,13,1.96
518,0,Resistor,7,1,12,17,4.44
518,1,IC,46,67,18,5,2.53
518,2,IC,16,39,11,5,2.74
518,3,IC,76,39,10,8,0.27
518,4,IC,37,10,19,18,3.45
518,5,IC,44,0,9,14,3.79
518,6,Diode,53,43,18,17,2.36
518,7,IC,71,3,9,16,3.55
518,8,Inductor,37,60,8,9,0.52
518,9,Diode,57,36,11,9,1.71
518,10,IC,40,49,15,10,2.55
518,11,IC,4,51,8,17,3.9
518,12,Diode,52,18,5,9,1.56
518,13,Resistor,48,3,6,19,3.47
518,14,Capacitor,30,62,8,10,4.42
519,0,Inductor,56,73,9,17,1.92
519,1,Diode,27,54,8,17,3.11
519,2,Resistor,37,64,10,13,4.36
519,3,Resistor,37,82,20,5,1.35
519,4,Capacitor,50,40,10,16,2.49
519,5,Capacitor,56,56,13,19,2.82
519,6,Resistor,59,66,7,20,0.98
520,0,Diode,90,75,9,17,1.85
520,1,Diode,3,22,7,12,4.87
520,2,Diode,37,28,7,18,1.89
520,3,Diode,13,30,14,16,1.75
520,4,Capacitor,62,57,8,18,2.88
520,5,Inductor,43,52,13,6,1.18
520,6,Diode,64,10,12,6,2.9
521,0,Capacitor,76,78,10,12,0.72
521,1,Diode,13,63,8,7,2.96
521,2,Diode,75,54,20,14,4.64
521,3,IC,74,41,11,17,4.68
521,4,Resistor,22,82,20,18,1.95
521,5,Resistor,20,11,17,5,1.87
522,0,Diode,60,0,14,15,3.19
522,1,Capacitor,9,53,18,17,4.5
522,2,Diode,5,30,11,18,4.91
522,3,Capacitor,9,15,15,18,0.28
522,4,Diode,65,56,15,18,0.97
522,5,Diode,56,61,18,10,1.57
522,6,Resistor,21,74,20,9,2.1
522,7,Diode,74,72,19,12,0.77
523,0,Capacitor,6,74,6,8,4.01
523,1,IC,49,24,13,13,0.16
523,2,Capacitor,87,17,9,13,1.97
523,3,Resistor,33,39,13,15,1.1
523,4,IC,53,61,17,17,3.32
523,5,Inductor,76,26,9,6,0.27
523,6,Capacitor,30,83,7,13,1.87
523,7,Inductor,61,25,20,18,2.78
523,8,Capacitor,23,84,19,9,3.49
524,0,Inductor,10,23,13,15,0.2
524,1,IC,70,0,17,5,3.63
524,2,Capacitor,8,84,20,16,0.51
524,3,Diode,10,29,12,10,0.51
524,4,IC,53,27,12,6,2.5
524,5,Inductor,44,33,10,8,3.82
525,0,Resistor,69,47,12,17,2.59
525,1,Diode,67,23,8,14,2.53
525,2,Capacitor,83,57,11,5,2.08
525,3,Diode,9,85,8,6,3.71
525,4,IC,8,35,9,15,0.25
525,5,Resistor,2,36,16,13,1.72
525,6,Resistor,3,36,10,12,4.67
525,7,Diode,6,36,20,13,2.51
525,8,Capacitor,86,20,13,15,1.89
525,9,Capacitor,21,75,9,14,3.54
525,10,Resistor,7,22,13,15,3.3
525,11,Resistor,59,11,13,17,1.35
526,0,IC,37,71,10,16,0.22
526,1,Diode,0,71,17,14,2.37
526,2,Resistor,44,76,16,8,1.45
526,3,Inductor,80,35,15,11,3.1
526,4,Diode,23,7,5,6,0.45
526,5,Capacitor,79,57,12,14,2.72
526,6,Inductor,91,31,8,20,4.98
526,7,IC,79,10,12,12,3.62
526,8,Inductor,20,51,19,17,0.93
526,9,Capacitor,7,45,20,9,3.3
526,10,Inductor,41,18,7,20,1.07
526,11,Diode,16,31,12,6,2.46
526,12,Diode,86,81,6,14,1.02
526,13,Inductor,60,42,20,8,0.83
527,0,IC,44,52,7,5,0.94
527,1,IC,48,16,14,12,3.6
527,2,Resistor,23,4,6,8,4.93
527,3,Diode,73,83,18,15,3.65
527,4,Capacitor,1,5,9,12,3.48
527,5,Resistor,25,27,8,8,1.89
528,0,Capacitor,26,10,14,13,1.53
528,1,IC,11,5,13,20,0.38
528,2,IC,37,15,10,6,1.09
528,3,IC,14,16,6,15,3.52
528,4,Capacitor,66,91,10,7,4.58
528,5,Resistor,27,18,13,12,0.87
528,6,Diode,3,20,13,8,2.01
528,7,Resistor,53,47,16,14,4.02
529,0,Resistor,12,17,12,9,2.11
529,1,Resistor,49,15,8,5,2.94
529,2,Resistor,41,13,7,12,0.84
529,3,IC,15,88,11,6,0.61
529,4,Inductor,18,54,5,11,1.93
529,5,IC,44,44,13,6,4.01
529,6,IC,36,16,9,15,0.99
529,7,Resistor,62,55,9,9,3.35
529,8,IC,74,89,15,7,2.43
529,9,Capacitor,37,26,10,19,2.13
529,10,Diode,6,33,16,6,1.8
530,0,Diode,46,4,18,12,0.11
530,1,IC,87,41,7,17,2.21
530,2,Inductor,14,89,13,9,2.16
530,3,Capacitor,68,93,16,6,4.46
530,4,Inductor,43,41,5,19,1.33
530,5,Resistor,70,15,17,10,3.0
531,0,Diode,55,53,11,17,1.05
531,1,Inductor,37,60,14,19,0.18
531,2,IC,15,51,14,16,1.28
531,3,IC,50,82,12,11,2.78
531,4,Diode,68,2,17,5,3.25
531,5,Resistor,6,79,13,17,1.37
531,6,Capacitor,16,53,6,6,0.22
532,0,Inductor,82,52,14,13,3.34
532,1,IC,61,64,9,15,0.14
532,2,Inductor,19,90,12,5,1.67
532,3,IC,57,16,9,11,0.67
532,4,Inductor,41,55,9,19,2.35
532,5,Diode,29,18,20,11,1.19
533,0,Resistor,5,12,17,13,1.66
533,1,Diode,64,77,9,13,1.99
533,2,Resistor,66,4,19,12,4.26
533,3,Resistor,79,56,17,19,4.42
533,4,Diode,18,10,7,12,0.39
533,5,IC,18,49,13,6,1.66
534,0,Resistor,26,82,20,17,1.69
534,1,IC,7,8,20,5,4.32
534,2,Inductor,51,75,7,7,3.3
534,3,Diode,86,5,9,19,2.12
534,4,IC,79,58,13,13,1.53
534,5,IC,5,69,10,12,2.19
535,0,Capacitor,76,68,16,14,2.39
535,1,Inductor,18,33,19,19,3.99
535,2,Inductor,32,62,15,10,1.02
535,3,Resistor,78,6,13,17,2.03
535,4,Inductor,9,45,15,6,0.77
535,5,Resistor,14,80,17,16,1.47
535,6,Inductor,8,14,19,16,2.96
535,7,IC,27,56,13,9,2.42
535,8,Resistor,42,6,5,16,4.82
535,9,Inductor,27,20,17,5,2.49
535,10,IC,24,18,12,5,0.52
535,11,Inductor,57,16,15,19,0.22
535,12,IC,59,12,15,7,1.07
536,0,Resistor,57,16,18,5,4.64
536,1,IC,10,42,13,15,3.33
536,2,Resistor,8,68,19,8,1.8
536,3,Inductor,52,70,12,20,3.3
536,4,IC,0,50,12,8,3.9
537,0,Capacitor,4,56,14,9,1.17
537,1,Resistor,39,4,8,10,2.33
537,2,Capacitor,31,39,5,14,2.95
537,3,Diode,43,42,7,6,0.42
537,4,IC,60,17,14,15,1.92
537,5,IC,11,83,9,6,1.91
537,6,Inductor,50,48,19,6,4.51
537,7,Resistor,80,36,13,16,4.51
537,8,Resistor,77,35,9,13,4.42
537,9,Diode,76,0,19,8,3.85
537,10,IC,40,66,12,7,1.58
537,11,Resistor,47,19,12,20,2.93
537,12,Resistor,37,1,8,15,3.96
537,13,Inductor,32,50,5,10,0.45
537,14,IC,1,70,18,6,2.0
538,0,IC,36,78,5,17,4.42
538,1,IC,80,37,19,6,3.49
538,2,Diode,75,54,9,20,4.0
538,3,Capacitor,11,74,10,14,1.89
538,4,Capacitor,46,47,18,10,3.29
538,5,Inductor,59,86,6,6,1.09
538,6,IC,47,11,15,8,3.48
539,0,Inductor,73,0,19,13,2.14
539,1,Inductor,26,89,19,10,0.34
539,2,Diode,9,46,10,12,3.38
539,3,IC,17,74,10,7,2.39
539,4,Resistor,26,79,5,6,2.28
539,5,IC,46,74,17,19,2.43
539,6,Resistor,90,57,8,16,4.81
539,7,IC,0,37,16,17,3.91
539,8,Resistor,21,71,11,10,4.93
540,0,IC,2,25,20,19,4.59
540,1,Inductor,29,6,18,15,3.81
540,2,Inductor,40,81,7,11,4.92
540,3,Diode,31,74,9,20,1.05
540,4,Capacitor,51,65,6,19,4.44
540,5,Capacitor,36,5,16,16,2.27
540,6,Inductor,36,75,10,10,4.81
540,7,Capacitor,82,16,7,20,3.07
540,8,Inductor,67,48,16,10,1.54
540,9,Capacitor,72,13,16,15,4.02
540,10,IC,31,5,9,8,1.09
540,11,IC,12,23,11,7,4.19
540,12,IC,33,49,6,15,4.06
540,13,Capacitor,5,45,13,11,0.79
540,14,Resistor,25,34,20,9,1.99
541,0,Resistor,14,78,10,10,1.25
541,1,Inductor,59,60,16,13,0.46
541,2,Inductor,39,21,6,15,1.25
541,3,Capacitor,70,35,11,15,2.24
541,4,Resistor,40,14,17,5,1.99
